certification_id,product_id,certification_status,expiry_date,authority,notes
641,641,certified,2028-01-24,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
642,642,non-compliant,2027-07-25,Pharmaceutical Board,Product failed to meet required certification standards during compliance review.
643,643,certified,2028-02-26,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
644,644,certified,2028-06-18,TBS,Certification active and supported by compliant packaging and traceability documentation.
645,645,certified,2028-02-15,TBS,Certification verified with approved authority records and complete manufacturer labeling.
646,646,expired,2028-02-03,WHO,"Certification records outdated, requiring immediate verification and renewal procedures."
647,647,certified,2027-03-21,FDA,Certification verified with approved authority records and complete manufacturer labeling.
648,648,certified,2027-12-17,FDA,Product contains compliant consumer labeling and valid certification documentation.
649,649,expired,2027-08-07,Local Regulatory Authority,"Product labeling present, but expired certification creates regulatory compliance concern."
650,650,certified,2026-08-16,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
651,651,certified,2029-02-09,TBS,Product contains compliant consumer labeling and valid certification documentation.
652,652,expired,2028-12-15,FDA,"Product labeling present, but expired certification creates regulatory compliance concern."
653,653,certified,2028-07-16,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
654,654,non-compliant,2027-12-06,ISO,Product failed to meet required certification standards during compliance review.
655,655,certified,2027-03-21,WHO,Product contains compliant consumer labeling and valid certification documentation.
656,656,certified,2027-05-13,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
657,657,certified,2028-02-18,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
658,658,certified,2026-09-01,TBS,Certification verified with approved authority records and complete manufacturer labeling.
659,659,expired,2029-04-14,TBS,"Product labeling present, but expired certification creates regulatory compliance concern."
660,660,expired,2029-04-23,ISO,"Certification records outdated, requiring immediate verification and renewal procedures."
661,661,certified,2028-06-30,FDA,Certification verified with approved authority records and complete manufacturer labeling.
662,662,certified,2029-04-23,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
663,663,certified,2028-04-08,ISO,Product meets retail compliance standards with visible certification and safety information.
664,664,expired,2026-08-30,Pharmaceutical Board,"Product labeling present, but expired certification creates regulatory compliance concern."
665,665,expired,2026-10-21,TBS,"Product labeling present, but expired certification creates regulatory compliance concern."
666,666,expired,2028-12-26,Local Regulatory Authority,Certification validity expired and requires renewal before continued retail distribution.
667,667,certified,2027-10-21,WHO,Certification active and supported by compliant packaging and traceability documentation.
668,668,certified,2026-09-24,FDA,Product contains compliant consumer labeling and valid certification documentation.
669,669,expired,2026-09-09,ISO,Certification validity expired and requires renewal before continued retail distribution.
670,670,certified,2028-09-10,ISO,Product meets retail compliance standards with visible certification and safety information.
671,671,certified,2026-08-27,ISO,Product meets retail compliance standards with visible certification and safety information.
672,672,certified,2027-11-21,TBS,Certification verified with approved authority records and complete manufacturer labeling.
673,673,certified,2027-12-31,WHO,Product meets retail compliance standards with visible certification and safety information.
674,674,certified,2027-05-03,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
675,675,certified,2028-07-06,FDA,Certification active and supported by compliant packaging and traceability documentation.
676,676,certified,2028-07-03,FDA,Certification verified with approved authority records and complete manufacturer labeling.
677,677,certified,2026-10-27,ISO,Certification active and supported by compliant packaging and traceability documentation.
678,678,certified,2028-05-17,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
679,679,certified,2028-12-28,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
680,680,certified,2026-10-07,TBS,Product contains compliant consumer labeling and valid certification documentation.
681,681,certified,2026-05-12,FDA,Product meets retail compliance standards with visible certification and safety information.
682,682,certified,2026-07-19,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
683,683,certified,2028-11-17,TBS,Product contains compliant consumer labeling and valid certification documentation.
684,684,certified,2029-05-01,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
685,685,certified,2028-09-06,ISO,Certification active and supported by compliant packaging and traceability documentation.
686,686,certified,2026-10-17,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
687,687,certified,2027-11-14,FDA,Product meets retail compliance standards with visible certification and safety information.
688,688,certified,2027-07-02,ISO,Product contains compliant consumer labeling and valid certification documentation.
689,689,certified,2027-12-04,WHO,Product contains compliant consumer labeling and valid certification documentation.
690,690,certified,2028-09-19,TBS,Product contains compliant consumer labeling and valid certification documentation.
691,691,non-compliant,2028-08-28,Local Regulatory Authority,Non-compliant certification status identified due to incomplete regulatory documentation.
692,692,certified,2028-01-24,FDA,Certification active and supported by compliant packaging and traceability documentation.
693,693,non-compliant,2028-05-06,WHO,Non-compliant certification status identified due to incomplete regulatory documentation.
694,694,certified,2028-10-05,TBS,Product meets retail compliance standards with visible certification and safety information.
695,695,certified,2027-11-02,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
696,696,certified,2028-12-26,FDA,Certification active and supported by compliant packaging and traceability documentation.
697,697,non-compliant,2028-10-07,FDA,Non-compliant certification status identified due to incomplete regulatory documentation.
698,698,expired,2027-03-03,TBS,"Product labeling present, but expired certification creates regulatory compliance concern."
699,699,non-compliant,2029-03-29,FDA,Certification review detected missing or inconsistent compliance information.
700,700,certified,2028-08-05,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
701,701,certified,2026-06-03,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
702,702,certified,2027-01-27,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
703,703,certified,2028-03-16,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
704,704,certified,2027-11-21,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
705,705,certified,2028-06-12,FDA,Product meets retail compliance standards with visible certification and safety information.
706,706,certified,2027-10-28,ISO,Product contains compliant consumer labeling and valid certification documentation.
707,707,certified,2029-01-21,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
708,708,certified,2026-05-28,FDA,Product contains compliant consumer labeling and valid certification documentation.
709,709,non-compliant,2029-03-31,WHO,Certification review detected missing or inconsistent compliance information.
710,710,certified,2027-01-27,FDA,Certification verified with approved authority records and complete manufacturer labeling.
711,711,certified,2027-05-21,TBS,Certification verified with approved authority records and complete manufacturer labeling.
712,712,certified,2027-11-06,WHO,Product meets retail compliance standards with visible certification and safety information.
713,713,certified,2028-04-26,WHO,Certification verified with approved authority records and complete manufacturer labeling.
714,714,certified,2028-04-10,WHO,Certification active and supported by compliant packaging and traceability documentation.
715,715,certified,2027-09-21,FDA,Certification verified with approved authority records and complete manufacturer labeling.
716,716,certified,2026-08-04,ISO,Product contains compliant consumer labeling and valid certification documentation.
717,717,expired,2027-10-11,TBS,Certification validity expired and requires renewal before continued retail distribution.
718,718,certified,2028-06-04,FDA,Certification verified with approved authority records and complete manufacturer labeling.
719,719,certified,2026-07-20,FDA,Certification verified with approved authority records and complete manufacturer labeling.
720,720,certified,2028-05-16,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
721,721,certified,2026-06-05,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
722,722,certified,2027-04-07,WHO,Product contains compliant consumer labeling and valid certification documentation.
723,723,non-compliant,2028-09-04,Pharmaceutical Board,Certification review detected missing or inconsistent compliance information.
724,724,certified,2029-02-02,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
725,725,expired,2027-01-09,FDA,"Certification records outdated, requiring immediate verification and renewal procedures."
726,726,certified,2028-01-11,WHO,Certification active and supported by compliant packaging and traceability documentation.
727,727,expired,2027-03-17,WHO,"Product labeling present, but expired certification creates regulatory compliance concern."
728,728,certified,2028-07-05,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
729,729,certified,2026-07-03,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
730,730,certified,2026-07-27,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
731,731,certified,2028-05-18,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
732,732,certified,2026-12-30,WHO,Certification active and supported by compliant packaging and traceability documentation.
733,733,expired,2027-09-05,ISO,Certification validity expired and requires renewal before continued retail distribution.
734,734,non-compliant,2029-04-02,ISO,Product failed to meet required certification standards during compliance review.
735,735,certified,2027-05-22,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
736,736,certified,2026-05-16,TBS,Product meets retail compliance standards with visible certification and safety information.
737,737,certified,2028-08-31,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
738,738,non-compliant,2029-03-02,WHO,Certification review detected missing or inconsistent compliance information.
739,739,certified,2027-02-14,ISO,Certification verified with approved authority records and complete manufacturer labeling.
740,740,certified,2026-06-01,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
741,741,expired,2026-08-17,Pharmaceutical Board,"Product labeling present, but expired certification creates regulatory compliance concern."
742,742,certified,2028-05-02,ISO,Product contains compliant consumer labeling and valid certification documentation.
743,743,non-compliant,2027-04-28,FDA,Product failed to meet required certification standards during compliance review.
744,744,expired,2026-11-17,WHO,"Product labeling present, but expired certification creates regulatory compliance concern."
745,745,certified,2029-05-02,TBS,Certification verified with approved authority records and complete manufacturer labeling.
746,746,certified,2026-11-12,TBS,Certification verified with approved authority records and complete manufacturer labeling.
747,747,certified,2028-10-30,WHO,Product contains compliant consumer labeling and valid certification documentation.
748,748,certified,2026-06-20,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
749,749,expired,2027-07-30,Local Regulatory Authority,Certification validity expired and requires renewal before continued retail distribution.
750,750,expired,2027-03-21,Local Regulatory Authority,"Product labeling present, but expired certification creates regulatory compliance concern."
751,751,certified,2028-02-18,WHO,Product meets retail compliance standards with visible certification and safety information.
752,752,certified,2028-09-20,FDA,Product contains compliant consumer labeling and valid certification documentation.
753,753,certified,2027-03-16,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
754,754,non-compliant,2028-03-26,Local Regulatory Authority,Non-compliant certification status identified due to incomplete regulatory documentation.
755,755,non-compliant,2027-12-18,TBS,Non-compliant certification status identified due to incomplete regulatory documentation.
756,756,certified,2026-11-09,FDA,Product meets retail compliance standards with visible certification and safety information.
757,757,non-compliant,2027-01-18,FDA,Product failed to meet required certification standards during compliance review.
758,758,certified,2028-02-07,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
759,759,certified,2026-06-29,ISO,Certification active and supported by compliant packaging and traceability documentation.
760,760,certified,2027-07-15,TBS,Certification verified with approved authority records and complete manufacturer labeling.
761,761,certified,2028-04-12,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
762,762,certified,2029-02-10,ISO,Product contains compliant consumer labeling and valid certification documentation.
763,763,certified,2028-05-09,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
764,764,certified,2027-08-21,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
765,765,certified,2026-06-22,WHO,Product meets retail compliance standards with visible certification and safety information.
766,766,certified,2027-04-12,WHO,Product contains compliant consumer labeling and valid certification documentation.
767,767,non-compliant,2029-03-31,Local Regulatory Authority,Certification review detected missing or inconsistent compliance information.
768,768,certified,2028-07-24,TBS,Certification active and supported by compliant packaging and traceability documentation.
769,769,certified,2027-12-25,FDA,Product meets retail compliance standards with visible certification and safety information.
770,770,certified,2029-04-03,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
771,771,certified,2028-05-26,ISO,Product meets retail compliance standards with visible certification and safety information.
772,772,expired,2026-06-29,FDA,"Certification records outdated, requiring immediate verification and renewal procedures."
773,773,non-compliant,2027-04-03,WHO,Non-compliant certification status identified due to incomplete regulatory documentation.
774,774,certified,2027-09-11,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
775,775,certified,2029-04-28,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
776,776,non-compliant,2026-12-11,Pharmaceutical Board,Non-compliant certification status identified due to incomplete regulatory documentation.
777,777,certified,2028-12-16,TBS,Product meets retail compliance standards with visible certification and safety information.
778,778,certified,2028-11-01,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
779,779,certified,2027-09-04,ISO,Product contains compliant consumer labeling and valid certification documentation.
780,780,certified,2026-12-29,TBS,Certification active and supported by compliant packaging and traceability documentation.
781,781,certified,2028-06-14,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
782,782,expired,2029-01-12,FDA,Certification validity expired and requires renewal before continued retail distribution.
783,783,expired,2029-01-03,ISO,Certification validity expired and requires renewal before continued retail distribution.
784,784,certified,2026-09-08,FDA,Product contains compliant consumer labeling and valid certification documentation.
785,785,certified,2027-12-17,ISO,Certification verified with approved authority records and complete manufacturer labeling.
786,786,certified,2027-07-27,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
787,787,certified,2029-03-26,ISO,Product meets retail compliance standards with visible certification and safety information.
788,788,certified,2028-10-28,FDA,Certification verified with approved authority records and complete manufacturer labeling.
789,789,non-compliant,2026-12-18,WHO,Non-compliant certification status identified due to incomplete regulatory documentation.
790,790,certified,2028-02-23,FDA,Product contains compliant consumer labeling and valid certification documentation.
791,791,non-compliant,2027-08-04,TBS,Non-compliant certification status identified due to incomplete regulatory documentation.
792,792,expired,2028-05-05,Pharmaceutical Board,"Certification records outdated, requiring immediate verification and renewal procedures."
793,793,non-compliant,2027-02-26,Pharmaceutical Board,Certification review detected missing or inconsistent compliance information.
794,794,certified,2026-09-19,TBS,Certification active and supported by compliant packaging and traceability documentation.
795,795,certified,2028-06-21,TBS,Certification active and supported by compliant packaging and traceability documentation.
796,796,certified,2027-04-18,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
797,797,certified,2027-01-17,WHO,Certification verified with approved authority records and complete manufacturer labeling.
798,798,certified,2026-12-23,FDA,Certification active and supported by compliant packaging and traceability documentation.
799,799,certified,2027-08-01,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
800,800,certified,2028-05-29,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
801,801,non-compliant,2028-07-14,TBS,Certification review detected missing or inconsistent compliance information.
802,802,certified,2026-07-13,FDA,Product meets retail compliance standards with visible certification and safety information.
803,803,expired,2028-05-08,ISO,"Product labeling present, but expired certification creates regulatory compliance concern."
804,804,certified,2028-04-16,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
805,805,certified,2028-10-12,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
806,806,certified,2028-07-12,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
807,807,certified,2028-01-06,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
808,808,certified,2028-06-05,ISO,Product meets retail compliance standards with visible certification and safety information.
809,809,certified,2027-04-13,TBS,Certification active and supported by compliant packaging and traceability documentation.
810,810,certified,2027-09-13,ISO,Product meets retail compliance standards with visible certification and safety information.
811,811,certified,2028-06-01,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
812,812,certified,2028-07-13,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
813,813,certified,2028-02-23,WHO,Product contains compliant consumer labeling and valid certification documentation.
814,814,certified,2027-01-27,FDA,Certification verified with approved authority records and complete manufacturer labeling.
815,815,certified,2027-10-11,FDA,Product meets retail compliance standards with visible certification and safety information.
816,816,non-compliant,2029-02-02,WHO,Certification review detected missing or inconsistent compliance information.
817,817,non-compliant,2028-10-25,FDA,Product failed to meet required certification standards during compliance review.
818,818,certified,2029-02-15,FDA,Product meets retail compliance standards with visible certification and safety information.
819,819,certified,2028-11-29,FDA,Certification verified with approved authority records and complete manufacturer labeling.
820,820,non-compliant,2027-03-06,TBS,Certification review detected missing or inconsistent compliance information.
821,821,certified,2026-12-29,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
822,822,certified,2028-10-10,ISO,Product contains compliant consumer labeling and valid certification documentation.
823,823,non-compliant,2026-08-29,WHO,Product failed to meet required certification standards during compliance review.
824,824,certified,2028-12-30,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
825,825,certified,2029-04-27,ISO,Product contains compliant consumer labeling and valid certification documentation.
826,826,certified,2026-07-17,FDA,Certification verified with approved authority records and complete manufacturer labeling.
827,827,certified,2028-11-15,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
828,828,certified,2027-07-15,WHO,Product contains compliant consumer labeling and valid certification documentation.
829,829,certified,2029-02-02,TBS,Certification verified with approved authority records and complete manufacturer labeling.
830,830,certified,2028-04-24,FDA,Certification active and supported by compliant packaging and traceability documentation.
831,831,expired,2027-03-31,Pharmaceutical Board,"Certification records outdated, requiring immediate verification and renewal procedures."
832,832,certified,2027-07-05,FDA,Certification verified with approved authority records and complete manufacturer labeling.
833,833,certified,2026-08-08,WHO,Certification verified with approved authority records and complete manufacturer labeling.
834,834,certified,2028-05-18,WHO,Certification active and supported by compliant packaging and traceability documentation.
835,835,non-compliant,2026-07-31,Local Regulatory Authority,Certification review detected missing or inconsistent compliance information.
836,836,non-compliant,2027-08-02,TBS,Non-compliant certification status identified due to incomplete regulatory documentation.
837,837,certified,2027-04-04,TBS,Certification active and supported by compliant packaging and traceability documentation.
838,838,certified,2027-12-14,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
839,839,certified,2028-05-21,TBS,Product contains compliant consumer labeling and valid certification documentation.
840,840,certified,2027-09-12,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
841,841,certified,2029-04-28,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
842,842,certified,2027-01-08,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
843,843,certified,2027-04-16,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
844,844,expired,2028-02-09,FDA,Certification validity expired and requires renewal before continued retail distribution.
845,845,certified,2027-10-19,TBS,Product meets retail compliance standards with visible certification and safety information.
846,846,certified,2026-10-18,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
847,847,certified,2028-03-30,WHO,Certification active and supported by compliant packaging and traceability documentation.
848,848,certified,2027-11-01,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
849,849,certified,2027-09-24,TBS,Product contains compliant consumer labeling and valid certification documentation.
850,850,certified,2028-03-11,ISO,Product meets retail compliance standards with visible certification and safety information.
851,851,non-compliant,2028-08-01,ISO,Product failed to meet required certification standards during compliance review.
852,852,certified,2028-05-18,FDA,Product meets retail compliance standards with visible certification and safety information.
853,853,certified,2028-04-25,TBS,Certification verified with approved authority records and complete manufacturer labeling.
854,854,certified,2026-11-01,FDA,Product contains compliant consumer labeling and valid certification documentation.
855,855,certified,2026-06-14,WHO,Product contains compliant consumer labeling and valid certification documentation.
856,856,certified,2029-01-10,FDA,Certification active and supported by compliant packaging and traceability documentation.
857,857,certified,2028-05-03,WHO,Certification verified with approved authority records and complete manufacturer labeling.
858,858,certified,2027-12-14,FDA,Product contains compliant consumer labeling and valid certification documentation.
859,859,non-compliant,2027-12-01,TBS,Product failed to meet required certification standards during compliance review.
860,860,certified,2027-09-30,ISO,Certification active and supported by compliant packaging and traceability documentation.
861,861,certified,2027-03-28,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
862,862,certified,2027-01-31,TBS,Certification active and supported by compliant packaging and traceability documentation.
863,863,certified,2028-02-06,TBS,Product contains compliant consumer labeling and valid certification documentation.
864,864,certified,2026-05-11,WHO,Certification active and supported by compliant packaging and traceability documentation.
865,865,certified,2026-07-13,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
866,866,certified,2028-05-25,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
867,867,certified,2027-02-19,TBS,Product contains compliant consumer labeling and valid certification documentation.
868,868,certified,2027-12-05,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
869,869,certified,2028-11-26,WHO,Product contains compliant consumer labeling and valid certification documentation.
870,870,certified,2028-02-27,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
871,871,certified,2028-09-19,TBS,Certification verified with approved authority records and complete manufacturer labeling.
872,872,certified,2027-12-21,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
873,873,certified,2027-05-02,ISO,Product meets retail compliance standards with visible certification and safety information.
874,874,non-compliant,2027-10-23,Pharmaceutical Board,Product failed to meet required certification standards during compliance review.
875,875,non-compliant,2029-02-14,FDA,Product failed to meet required certification standards during compliance review.
876,876,certified,2028-09-25,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
877,877,certified,2027-02-11,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
878,878,certified,2029-01-15,WHO,Certification verified with approved authority records and complete manufacturer labeling.
879,879,certified,2028-05-14,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
880,880,expired,2028-08-13,Local Regulatory Authority,"Product labeling present, but expired certification creates regulatory compliance concern."
881,881,certified,2028-06-15,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
882,882,certified,2028-12-15,ISO,Certification verified with approved authority records and complete manufacturer labeling.
883,883,expired,2028-07-11,Local Regulatory Authority,"Product labeling present, but expired certification creates regulatory compliance concern."
884,884,certified,2026-12-29,FDA,Product meets retail compliance standards with visible certification and safety information.
885,885,certified,2027-08-08,ISO,Certification verified with approved authority records and complete manufacturer labeling.
886,886,certified,2028-11-24,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
887,887,certified,2027-09-10,ISO,Certification verified with approved authority records and complete manufacturer labeling.
888,888,certified,2028-09-14,FDA,Product contains compliant consumer labeling and valid certification documentation.
889,889,certified,2029-03-16,TBS,Certification active and supported by compliant packaging and traceability documentation.
890,890,certified,2027-12-09,WHO,Product contains compliant consumer labeling and valid certification documentation.
891,891,certified,2027-04-04,WHO,Certification active and supported by compliant packaging and traceability documentation.
892,892,certified,2026-10-07,TBS,Product contains compliant consumer labeling and valid certification documentation.
893,893,certified,2029-03-30,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
894,894,certified,2026-08-28,TBS,Product contains compliant consumer labeling and valid certification documentation.
895,895,certified,2026-06-08,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
896,896,expired,2028-03-01,ISO,"Certification records outdated, requiring immediate verification and renewal procedures."
897,897,non-compliant,2028-08-11,ISO,Certification review detected missing or inconsistent compliance information.
898,898,expired,2028-04-22,ISO,"Certification records outdated, requiring immediate verification and renewal procedures."
899,899,certified,2027-02-19,WHO,Product contains compliant consumer labeling and valid certification documentation.
900,900,certified,2026-12-08,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
901,901,non-compliant,2026-11-16,TBS,Product failed to meet required certification standards during compliance review.
902,902,certified,2028-06-27,TBS,Product contains compliant consumer labeling and valid certification documentation.
903,903,certified,2028-09-30,Local Regulatory Authority,Certification active and supported by compliant packaging and traceability documentation.
904,904,certified,2028-06-28,FDA,Certification verified with approved authority records and complete manufacturer labeling.
905,905,certified,2028-09-06,WHO,Certification active and supported by compliant packaging and traceability documentation.
906,906,certified,2026-12-09,FDA,Certification active and supported by compliant packaging and traceability documentation.
907,907,certified,2028-08-07,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
908,908,certified,2026-09-27,WHO,Certification verified with approved authority records and complete manufacturer labeling.
909,909,certified,2027-04-17,WHO,Product meets retail compliance standards with visible certification and safety information.
910,910,non-compliant,2026-07-11,TBS,Product failed to meet required certification standards during compliance review.
911,911,non-compliant,2027-06-12,Local Regulatory Authority,Non-compliant certification status identified due to incomplete regulatory documentation.
912,912,certified,2029-01-27,FDA,Product meets retail compliance standards with visible certification and safety information.
913,913,certified,2028-10-07,WHO,Product meets retail compliance standards with visible certification and safety information.
914,914,certified,2027-05-03,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
915,915,expired,2027-07-14,WHO,"Product labeling present, but expired certification creates regulatory compliance concern."
916,916,certified,2026-10-23,TBS,Certification active and supported by compliant packaging and traceability documentation.
917,917,expired,2028-09-21,FDA,Certification validity expired and requires renewal before continued retail distribution.
918,918,expired,2027-06-09,Local Regulatory Authority,"Certification records outdated, requiring immediate verification and renewal procedures."
919,919,certified,2027-03-17,FDA,Certification verified with approved authority records and complete manufacturer labeling.
920,920,certified,2028-05-19,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
921,921,non-compliant,2028-06-10,Local Regulatory Authority,Product failed to meet required certification standards during compliance review.
922,922,certified,2027-09-23,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
923,923,certified,2029-04-02,WHO,Certification active and supported by compliant packaging and traceability documentation.
924,924,certified,2029-03-13,WHO,Product meets retail compliance standards with visible certification and safety information.
925,925,certified,2028-08-16,WHO,Product contains compliant consumer labeling and valid certification documentation.
926,926,certified,2028-10-13,TBS,Product meets retail compliance standards with visible certification and safety information.
927,927,certified,2026-07-28,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
928,928,non-compliant,2028-06-07,TBS,Non-compliant certification status identified due to incomplete regulatory documentation.
929,929,certified,2028-12-11,TBS,Product meets retail compliance standards with visible certification and safety information.
930,930,certified,2026-08-23,WHO,Product contains compliant consumer labeling and valid certification documentation.
931,931,certified,2028-12-26,WHO,Certification verified with approved authority records and complete manufacturer labeling.
932,932,certified,2026-10-22,ISO,Product meets retail compliance standards with visible certification and safety information.
933,933,certified,2026-09-09,FDA,Product contains compliant consumer labeling and valid certification documentation.
934,934,certified,2029-04-24,ISO,Product contains compliant consumer labeling and valid certification documentation.
935,935,expired,2027-06-12,Local Regulatory Authority,Certification validity expired and requires renewal before continued retail distribution.
936,936,certified,2027-01-24,TBS,Product meets retail compliance standards with visible certification and safety information.
937,937,non-compliant,2029-03-06,FDA,Certification review detected missing or inconsistent compliance information.
938,938,certified,2028-12-23,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
939,939,certified,2029-01-13,FDA,Certification active and supported by compliant packaging and traceability documentation.
940,940,certified,2028-11-06,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
941,941,certified,2028-12-13,WHO,Product meets retail compliance standards with visible certification and safety information.
942,942,certified,2028-02-19,Pharmaceutical Board,Product meets retail compliance standards with visible certification and safety information.
943,943,certified,2028-07-13,Local Regulatory Authority,Certification verified with approved authority records and complete manufacturer labeling.
944,944,certified,2029-05-04,ISO,Certification verified with approved authority records and complete manufacturer labeling.
945,945,non-compliant,2026-07-01,TBS,Certification review detected missing or inconsistent compliance information.
946,946,certified,2029-02-26,Local Regulatory Authority,Product meets retail compliance standards with visible certification and safety information.
947,947,certified,2029-01-10,TBS,Product meets retail compliance standards with visible certification and safety information.
948,948,certified,2028-07-12,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
949,949,certified,2027-11-23,FDA,Certification verified with approved authority records and complete manufacturer labeling.
950,950,certified,2028-06-15,ISO,Certification verified with approved authority records and complete manufacturer labeling.
951,951,certified,2027-07-08,TBS,Product meets retail compliance standards with visible certification and safety information.
952,952,certified,2028-06-06,Pharmaceutical Board,Product contains compliant consumer labeling and valid certification documentation.
953,953,certified,2029-01-01,TBS,Certification active and supported by compliant packaging and traceability documentation.
954,954,certified,2027-09-27,ISO,Product meets retail compliance standards with visible certification and safety information.
955,955,certified,2028-08-19,Pharmaceutical Board,Certification active and supported by compliant packaging and traceability documentation.
956,956,non-compliant,2028-11-02,TBS,Non-compliant certification status identified due to incomplete regulatory documentation.
957,957,certified,2028-12-17,Pharmaceutical Board,Certification verified with approved authority records and complete manufacturer labeling.
958,958,certified,2028-02-20,Local Regulatory Authority,Product contains compliant consumer labeling and valid certification documentation.
